V_5kshv35_close_HMI,MODBUS TCP/IP,4x,3166,Команда с HMI закрыть
V_5kshv36_open_HMI,MODBUS TCP/IP,4x,3167,Команда с HMI открыть
V_5kshv36_close_HMI,MODBUS TCP/IP,4x,3168,Команда с HMI закрыть
V_5kshv37_open_HMI,MODBUS TCP/IP,4x,3169,Команда с HMI открыть
V_5kshv37_close_HMI,MODBUS TCP/IP,4x,3170,Команда с HMI закрыть
V_5kshv38_open_HMI,MODBUS TCP/IP,4x,3171,Команда с HMI открыть
V_5kshv38_close_HMI,MODBUS TCP/IP,4x,3172,Команда с HMI закрыть
V_5kshv39_open_HMI,MODBUS TCP/IP,4x,3173,Команда с HMI открыть
V_5kshv39_close_HMI,MODBUS TCP/IP,4x,3174,Команда с HMI закрыть
reserve_10_open_HMI,MODBUS TCP/IP,4x,3175,Команда с HMI открыть
reserve_10_close_HMI,MODBUS TCP/IP,4x,3176,Команда с HMI закрыть
reserve_11_open_HMI,MODBUS TCP/IP,4x,3177,Команда с HMI открыть
reserve_11_close_HMI,MODBUS TCP/IP,4x,3178,Команда с HMI закрыть
reserve_12_open_HMI,MODBUS TCP/IP,4x,3179,Команда с HMI открыть
reserve_12_close_HMI,MODBUS TCP/IP,4x,3180,Команда с HMI закрыть
reserve_13_open_HMI,MODBUS TCP/IP,4x,3181,Команда с HMI открыть
reserve_13_close_HMI,MODBUS TCP/IP,4x,3182,Команда с HMI закрыть
reserve_14_open_HMI,MODBUS TCP/IP,4x,3183,Команда с HMI открыть
reserve_14_close_HMI,MODBUS TCP/IP,4x,3184,Команда с HMI закрыть
reserve_15_open_HMI,MODBUS TCP/IP,4x,3185,Команда с HMI открыть
reserve_15_close_HMI,MODBUS TCP/IP,4x,3186,Команда с HMI закрыть
reserve_16_open_HMI,MODBUS TCP/IP,4x,3187,Команда с HMI открыть
reserve_16_close_HMI,MODBUS TCP/IP,4x,3188,Команда с HMI закрыть
reserve_17_open_HMI,MODBUS TCP/IP,4x,3189,Команда с HMI открыть
reserve_17_close_HMI,MODBUS TCP/IP,4x,3190,Команда с HMI закрыть
